"pmc","pagerank"
"3087640",0.00131167323596346
"3113572",0.00131167323596346
"3001074",0.00131167323596346
"2858705",0.00131167323596346
"2678027",0.00131167323596346
"2651275",0.00131167323596346
"2583469",0.00131167323596346
"2635727",0.00131167323596346
"2196405",0.00131167323596346
"1952150",0.00131167323596346
"1900168",0.00131167323596346
"1851634",0.00131167323596346
"1563844",0.00131167323596346
"1283523",0.00131167323596346
"1153712",0.00131167323596346
"511016",0.00911612898994603
"5290267",0.00131167323596346
"5347931",0.00131167323596346
"4991932",0.00131167323596346
"4374113",0.00131167323596346
"3685457",0.00131167323596346
"3464435",0.00131167323596346
"1890497",0.00131167323596346
"1513542",0.0024265954865324
"3534499",0.00131167323596346
"1619899",0.0302996517507558
"5225423",0.00131167323596346
"5207607",0.00131167323596346
"5063588",0.00131167323596346
"4496643",0.00131167323596346
"4558165",0.00131167323596346
"4413576",0.00131167323596346
"4218804",0.00131167323596346
"3842117",0.00131167323596346
"3616220",0.00131167323596346
"3479204",0.00131167323596346
"3250464",0.00131167323596346
"3251006",0.00131167323596346
"3157476",0.00131167323596346
"3888451",0.00131167323596346
"3098727",0.00131167323596346
"2924243",0.00131167323596346
"2896193",0.00131167323596346
"2869317",0.00131167323596346
"2745391",0.00131167323596346
"2681066",0.00131167323596346
"2646353",0.00131167323596346
"2442091",0.00131167323596346
"2323220",0.00131167323596346
"1919478",0.00131167323596346
"1794439",0.00131167323596346
"1609181",0.00131167323596346
"2518695",0.0258399627484801
"4621258",0.00131167323596346
"4500821",0.00131167323596346
"4470524",0.00131167323596346
"4470525",0.00131167323596346
"4066710",0.00131167323596346
"4520334",0.00131167323596346
"3963458",0.00131167323596346
"3553538",0.00131167323596346
"3319337",0.00131167323596346
"3349465",0.00131167323596346
"3313837",0.00131167323596346
"3311587",0.00131167323596346
"3252966",0.00131167323596346
"3203993",0.00131167323596346
"3697872",0.00131167323596346
"3685488",0.00131167323596346
"3018031",0.00131167323596346
"3071542",0.00131167323596346
"3736837",0.00131167323596346
"2876067",0.00131167323596346
"2866780",0.00131167323596346
"2782373",0.00131167323596346
"3546418",0.00354151773710133
"4857304",0.00131167323596346
"5021786",0.00131167323596346
"3680733",0.0135758179922218
"5370184",0.00131167323596346
"4909369",0.00131167323596346
"4661376",0.00131167323596346
"4529215",0.00131167323596346
"4522647",0.00131167323596346
"4453272",0.00131167323596346
"4532770",0.00131167323596346
"4307681",0.00131167323596346
"4407996",0.00131167323596346
"3940253",0.00131167323596346
"3937003",0.00131167323596346
"3684769",0.00465643998767027
"5015119",0.00131167323596346
"4911280",0.00131167323596346
"4465795",0.00131167323596346
"3706072.1",0.0113459734910839
"4674898",0.00131167323596346
"4522606",0.00131167323596346
"4512504",0.00131167323596346
"4209381",0.00131167323596346
"4143241",0.00131167323596346
"4287084",0.00131167323596346
"4084767",0.00131167323596346
"3782567",0.00131167323596346
"4102381",0.00131167323596346
"3200317",0.00257179466335068
"2337607",0.00257179466335068
"1854726",0.00257179466335068
"1988046",0.00257179466335068
"1570293",0.00257179466335068
"3127592",0.00257179466335068
"2664764",0.00257179466335068
"2684274",0.00257179466335068
"9482837",0.00257179466335068
"7408869",0.00257179466335068
"7877172",0.00257179466335068
"8637847",0.00257179466335068
"8611563",0.00257179466335068
"518863",0.00257179466335068
"2716053",0.00257179466335068
"9217266",0.00257179466335068
"8688087",0.00257179466335068
"8594554",0.00257179466335068
"2231712",0.00491313138954544
"8485583",0.00257179466335068
"9053899",0.00257179466335068
"5700434",0.00257179466335068
"1127956",0.00257179466335068
"7151796",0.00257179466335068
"6048539",0.00257179466335068
"4354159",0.00257179466335068
"4843792",0.00257179466335068
"2315699",0.00257179466335068
"7966343",0.00257179466335068
"9144797",0.00257179466335068
"9461405",0.00257179466335068
"3257756",0.00257179466335068
"1678690",0.00257179466335068
"1143325",0.00257179466335068
"7462208",0.00257179466335068
"3464944",0.00257179466335068
"3072868",0.00257179466335068
"7758464",0.00257179466335068
"8550506",0.00257179466335068
"2207096",0.00257179466335068
"8591026",0.00257179466335068
"7108955",0.00257179466335068
"7618889",0.00257179466335068
"373290",0.0247250404979112
"3684574",0.00241158691777474
"6864790",0.00241158691777474
"3192528",0.00241158691777474
"9769105",0.00241158691777474
"10334331",0.00241158691777474
"11112541",0.00241158691777474
"12560511",0.00241158691777474
"14624011",0.00241158691777474
"1383928",0.00241158691777474
"7682716",0.00241158691777474
"8569501",0.00241158691777474
"1370345",0.00241158691777474
"8569503",0.00241158691777474
"10851189",0.00241158691777474
"14523911",0.00241158691777474
"7969422",0.00241158691777474
"8781224",0.00241158691777474
"9841391",0.00241158691777474
"9113977",0.00241158691777474
"7540213",0.00241158691777474
"8600468",0.00241158691777474
"12060694",0.00241158691777474
"12888534",0.00241158691777474
"10496227",0.00241158691777474
"11243833",0.00241158691777474
"12445773",0.00241158691777474
"17776033",0.00208654420010887
"17783259",0.00208654420010887
"15016997",0.00208654420010887
"12000951",0.00208654420010887
"12670257",0.00208654420010887
"10041855",0.00208654420010887
"17788426",0.00208654420010887
"11541234",0.00208654420010887
"14576411",0.00208654420010887
"12594918",0.00208654420010887
"14713659",0.00234297631773973
"9794314",0.00234297631773973
"15608262",0.00365300996215823
"11752295",0.00365300996215823
"15608222",0.00365300996215823
"8743683",0.00365300996215823
"15238619",0.00365300996215823
"12805549",0.00365300996215823
"15353598",0.00365300996215823
"15562319",0.00365300996215823
"15722371",0.00365300996215823
"15215383",0.00365300996215823
"8054098",0.00181085433451364
"7697298",0.00181085433451364
"7509570",0.00181085433451364
"8401125",0.00181085433451364
"12117397",0.00181085433451364
"12642637",0.00181085433451364
"16186467",0.00181085433451364
"11829697",0.00181085433451364
"14962874",0.00181085433451364
"14762196",0.00181085433451364
"12848895",0.00181085433451364
"17324282",0.00181085433451364
"12626209",0.00181085433451364
"17626056",0.00181085433451364
"6847983",0.00181085433451364
"9366890",0.00181085433451364
"7817218",0.00181085433451364
"9445330",0.00181085433451364
"9341688",0.00181085433451364
"8286021",0.00181085433451364
"15085903",0.00181085433451364
"8973126",0.00181085433451364
"12544670",0.00181085433451364
"12546611",0.00181085433451364
"15851636",0.00181085433451364
"16585410",0.00181085433451364
"15804731",0.00181085433451364
"16014592",0.00181085433451364
"8918680",0.00181085433451364
"16257405",0.00181085433451364
"15356403",0.00181085433451364
"16598046",0.00181085433451364
"17893293",0.00181085433451364
"16298249",0.00181085433451364
"14960294",0.00181085433451364
"10942479",0.00181085433451364
"11386980",0.00181085433451364
"11384630",0.00181085433451364
"9679842",0.00181085433451364
"9332999",0.00181085433451364
"17487645",0.00181085433451364
"15209595",0.00181085433451364
"16686814",0.00181085433451364
"15749481",0.00181085433451364
"21813164",0.00147010955578115
"3966275",0.00147010955578115
"1390028",0.00147010955578115
"739047",0.00147010955578115
"3941996",0.00147010955578115
"17593408",0.00147010955578115
"13899592",0.00147010955578115
"22149231",0.00147010955578115
"15320481",0.00147010955578115
"19659804",0.00147010955578115
"14215839",0.00147010955578115
"16517784",0.00147010955578115
"18049835",0.00147010955578115
"18574625",0.00147010955578115
"20676847",0.00147010955578115
"19344582",0.00147010955578115
"12577139",0.00147010955578115
"9788787",0.00147010955578115
"2643193",0.00147010955578115
"22876043",0.00143314108115702
"18510928",0.00143314108115702
"1447293",0.00143314108115702
"18614020",0.00143314108115702
"22323713",0.00143314108115702
"8978607",0.00143314108115702
"18684518",0.00143314108115702
"861729",0.00143314108115702
"6470762",0.00143314108115702
"19575680",0.00143314108115702
"19545994",0.00143314108115702
"15265638",0.00143314108115702
"19966931",0.00143314108115702
"18425089",0.00143314108115702
"23064108",0.00143314108115702
"16337695",0.00143314108115702
"15558032",0.00143314108115702
"20162032",0.00143314108115702
"8622128",0.00143314108115702
"19806181",0.00143314108115702
"15558031",0.00143314108115702
"17115031",0.00143314108115702
"10557339",0.00143314108115702
"17173049",0.00143314108115702
"16806147",0.00143314108115702
"15282541",0.00143314108115702
"11520181",0.00143314108115702
"21752999",0.00143314108115702
"9786995",0.00143314108115702
"20810878",0.00143314108115702
"21835647",0.00143314108115702
"12741991",0.00143314108115702
"22437340",0.00155460892635058
"15572692",0.00143314108115702
"11829462",0.00143314108115702
"1613552",0.00143314108115702
"20532239",0.00143314108115702
"18341992",0.00143314108115702
"20457765",0.00143314108115702
"19380880",0.00143314108115702
"19896929",0.00143314108115702
"12669065",0.00143314108115702
"10939326",0.00143314108115702
"14627649",0.00143314108115702
"12850432",0.00143314108115702
"21456011",0.00143314108115702
"18984149",0.00143314108115702
"20545768",0.00143314108115702
"18256280",0.00143314108115702
"19889835",0.00143314108115702
"19674479",0.00143314108115702
"10823894",0.00143314108115702
"14708003",0.00143314108115702
"7814313",0.00143314108115702
"11182095",0.00143314108115702
"10816309",0.00143314108115702
"19153075",0.00143314108115702
"11052932",0.00143314108115702
"12123613",0.00143314108115702
"19564905",0.00143314108115702
"15879474",0.00143314108115702
"10508163",0.00143314108115702
"21252856",0.00143314108115702
"13679418",0.00143314108115702
"17018287",0.00143314108115702
"11487634",0.00143314108115702
"15361876",0.00143314108115702
"18022143",0.00143314108115702
"21346746",0.00143314108115702
"20531469",0.00143314108115702
"18509026",0.00143314108115702
"19793974",0.00143314108115702
"16502390",0.00143314108115702
"21306704",0.00143314108115702
"7822423",0.00143314108115702
"1629237",0.00143314108115702
"10768694",0.00143314108115702
"17223277",0.00143314108115702
"17215396",0.00143314108115702
"23392693",0.00143314108115702
"21068295",0.00143314108115702
"18309046",0.00143314108115702
"20209148",0.00143314108115702
"20609491",0.00143314108115702
"19144835",0.00143314108115702
"21814501",0.00143314108115702
"20425036",0.00143314108115702
"18430734",0.00143314108115702
"20184880",0.00143314108115702
"19523814",0.00143314108115702
"11520928",0.00143314108115702
"21526224",0.00143314108115702
"20357126",0.00143314108115702
"8755481",0.00143314108115702
"23459413",0.00149158114457799
"21887370",0.00149158114457799
"18046008",0.00149158114457799
"14569029",0.00149158114457799
"21427018",0.00149158114457799
"21925275",0.00149158114457799
"19459038",0.00149158114457799
"21536897",0.00149158114457799
"21054108",0.00149158114457799
"20581828",0.00149158114457799
"22761686",0.00149158114457799
"9861040",0.00149158114457799
"23248588",0.00149158114457799
"23271035",0.00149158114457799
"15660108",0.00149158114457799
"16379497",0.00149158114457799
"22266543",0.00149158114457799
"22481337",0.00149158114457799
"12777621",0.00149158114457799
"19898485",0.00149158114457799
"2469158",0.00149158114457799
"15930381",0.00149158114457799
"22232449",0.00268939858845222
"22711804",0.00268939858845222
"18613747",0.00268939858845222
"17600100",0.00268939858845222
"17593895",0.00268939858845222
"15714642",0.00268939858845222
"17519338",0.00268939858845222
